"","subject","source","target","sent_date","sent_time","type"
"1496","Late for meeting","Anda.Ribera@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-17","08:46:00 AM","Work related"
"1497","Late for meeting","Inga.Ferro@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-07","10:32:00 AM","Work related"
"1498","Late for meeting","Inga.Ferro@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-14","02:14:00 PM","Work related"
"1499","Late for meeting","Kanon.Herrero@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-06","03:05:00 PM","Work related"
"1500","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1501","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1502","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1503","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1504","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1505","List of repairs needed","Adan.Morlun@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-07","02:07:00 PM","Work related"
"1506","List of repairs needed","Benito.Hawelon@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-17","09:09:00 AM","Work related"
"1507","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1508","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Bertrand.Ovan@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1509","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1510","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1511","List of repairs needed","Adan.Morlun@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-07","02:07:00 PM","Work related"
"1512","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1513","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1514","List of repairs needed","Benito.Hawelon@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-17","09:09:00 AM","Work related"
"1515","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-15","11:24:00 AM","Work related"
"1516","List of repairs needed","Benito.Hawelon@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-17","09:09:00 AM","Work related"
"1517","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1518","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1519","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1520","List of repairs needed","Benito.Hawelon@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-17","09:09:00 AM","Work related"
"1521","List of repairs needed","Dylan.Scozzese@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-07","08:53:00 AM","Work related"
"1522","Man your battlestations!","Isak.Baza@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","12:05:00 PM","Work related"
"1523","Man your battlestations!","Isak.Baza@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-14","12:05:00 PM","Work related"
"1524","Man your battlestations!","Isak.Baza@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","12:05:00 PM","Work related"
"1525","Man your battlestations!","Isak.Baza@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-14","12:05:00 PM","Work related"
"1526","Managing perceptions about the IPO","Sten.Sanjorge Jr.@gastech.com.tethys","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-17","10:24:00 AM","Work related"
"1527","Managing perceptions about the IPO","Willem.Vasco-Pais@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-17","08:52:00 AM","Work related"
"1528","Managing perceptions about the IPO","Sten.Sanjorge Jr.@gastech.com.tethys","Ada.Campo-Corrente@gastech.com.kronos","2014-01-17","10:24:00 AM","Work related"
"1529","Managing perceptions about the IPO","Orhan.Strum@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-13","10:58:00 AM","Work related"
"1530","Managing perceptions about the IPO","Orhan.Strum@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-13","10:58:00 AM","Work related"
"1531","Managing perceptions about the IPO","Willem.Vasco-Pais@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-17","08:52:00 AM","Work related"
"1532","Managing perceptions about the IPO","Orhan.Strum@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-13","10:58:00 AM","Work related"
"1533","Managing perceptions about the IPO","Orhan.Strum@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-13","10:58:00 AM","Work related"
"1534","Managing perceptions about the IPO","Willem.Vasco-Pais@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-17","08:52:00 AM","Work related"
"1535","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1536","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1537","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1538","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1539","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1540","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1541","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1542","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1543","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1544","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1545","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1546","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1547","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1548","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1549","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1550","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1551","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1552","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1553","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1554","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1555","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1556","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1557","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1558","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1559","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1560","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1561","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1562","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1563","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1564","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1565","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1566","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1567","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1568","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1569","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1570","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1571","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1572","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1573","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1574","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1575","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1576","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1577","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-10","11:48:00 AM","Work related"
"1578","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1579","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1580","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1581","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1582","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1583","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1584","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1585","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1586","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1587","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1588","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-09","04:36:00 PM","Work related"
"1589","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1590","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-17","02:54:00 PM","Work related"
"1591","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1592","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1593","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-16","03:48:00 PM","Work related"
"1594","Mandatory safety training","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-07","02:12:00 PM","Work related"
"1595","Mandatory training","Mat.Bramar@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1596","Mandatory training","Mat.Bramar@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1597","Mandatory training","Mat.Bramar@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1598","Mandatory training","Mat.Bramar@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1599","Mandatory training","Mat.Bramar@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1600","Mandatory training","Mat.Bramar@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1601","Mandatory training","Mat.Bramar@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1602","Mandatory training","Mat.Bramar@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1603","Mandatory training","Mat.Bramar@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1604","Mandatory training","Mat.Bramar@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1605","Mandatory training","Mat.Bramar@gastech.com.kronos","Orhan.Strum@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1606","Mandatory training","Mat.Bramar@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1607","Mandatory training","Mat.Bramar@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1608","Mandatory training","Mat.Bramar@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1609","Mandatory training","Mat.Bramar@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1610","Mandatory training","Mat.Bramar@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1611","Mandatory training","Mat.Bramar@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1612","Mandatory training","Mat.Bramar@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1613","Mandatory training","Mat.Bramar@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1614","Mandatory training","Mat.Bramar@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1615","Mandatory training","Mat.Bramar@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1616","Mandatory training","Mat.Bramar@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1617","Mandatory training","Mat.Bramar@gastech.com.kronos","Bertrand.Ovan@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1618","Mandatory training","Mat.Bramar@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1619","Mandatory training","Mat.Bramar@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1620","Mandatory training","Mat.Bramar@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1621","Mandatory training","Mat.Bramar@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1622","Mandatory training","Mat.Bramar@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1623","Mandatory training","Mat.Bramar@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1624","Mandatory training","Mat.Bramar@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1625","Mandatory training","Mat.Bramar@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1626","Mandatory training","Mat.Bramar@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1627","Mandatory training","Mat.Bramar@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1628","Mandatory training","Mat.Bramar@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1629","Mandatory training","Mat.Bramar@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1630","Mandatory training","Mat.Bramar@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1631","Mandatory training","Mat.Bramar@gastech.com.kronos","Lars.Azada@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1632","Mandatory training","Mat.Bramar@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1633","Mandatory training","Mat.Bramar@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1634","Mandatory training","Mat.Bramar@gastech.com.kronos","Inga.Ferro@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1635","Mandatory training","Mat.Bramar@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1636","Mandatory training","Mat.Bramar@gastech.com.kronos","Isia.Vann@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1637","Mandatory training","Mat.Bramar@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1638","Mandatory training","Mat.Bramar@gastech.com.kronos","Linnea.Bergen@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1639","Mandatory training","Mat.Bramar@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1640","Mandatory training","Mat.Bramar@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1641","Mandatory training","Mat.Bramar@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1642","Mandatory training","Mat.Bramar@gastech.com.kronos","Felix.Balas@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1643","Mandatory training","Mat.Bramar@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1644","Mandatory training","Mat.Bramar@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1645","Mandatory training","Mat.Bramar@gastech.com.kronos","Isande.Borrasca@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1646","Mandatory training","Mat.Bramar@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1647","Mandatory training","Mat.Bramar@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1648","Mandatory training","Mat.Bramar@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-14","10:06:00 AM","Work related"
"1649","Maximizing quarterly profits","Ingrid.Barranco@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-16","03:12:00 PM","Work related"
"1650","Maximizing quarterly profits","Ingrid.Barranco@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-16","03:12:00 PM","Work related"
"1651","Maximizing quarterly profits","Orhan.Strum@gastech.com.kronos","Orhan.Strum@gastech.com.kronos","2014-01-14","01:15:00 PM","Work related"
"1652","Maximizing quarterly profits","Ingrid.Barranco@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-16","03:12:00 PM","Work related"
"1653","Maximizing quarterly profits","Orhan.Strum@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-14","01:15:00 PM","Work related"
"1654","Meeting","Willem.Vasco-Pais@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-10","11:05:00 AM","Work related"
"1655","Meeting","Axel.Calzas@gastech.com.kronos","Lars.Azada@gastech.com.kronos","2014-01-06","02:22:00 PM","Work related"
"1656","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1657","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1658","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1659","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1660","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1661","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1662","Missing sweater","Rachel.Pantanal@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-09","04:25:00 PM","Non-work related"
"1663","Money for coffee fund","Edvard.Vann@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-07","03:09:00 PM","Non-work related"
"1664","Need a ride to lunch later","Mat.Bramar@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-10","12:11:00 PM","Non-work related"
"1665","Need a ride to lunch later","Anda.Ribera@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-07","02:35:00 PM","Non-work related"
"1666","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1667","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1668","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1669","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1670","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1671","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1672","Need volunteers - charity bake sale","Carla.Forluniau@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-10","01:27:00 PM","Non-work related"
"1673","New gyro place opened nearby","Isia.Vann@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-10","02:32:00 PM","Non-work related"
"1674","New hardware - advice needed?","Sven.Flecha@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-15","01:07:00 PM","Work related"
"1675","New hardware - advice needed?","Sven.Flecha@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-15","01:07:00 PM","Work related"
"1676","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1677","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1678","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1679","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1680","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1681","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1682","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
"1683","New refueling policies - Effective February 1","Bertrand.Ovan@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-08","03:41:00 PM","Work related"
